cs_textrec_ID,cs_ID,text::t_notes,text::t_ID,cs_code_ follower.benefits,cs_code_ follower.costs,cs_code_ leader.benefits,cs_code_ leader.costs,cs_code_leadership_other_traits,cs_code_leadership.norms,cs_code_leadership_qualities,cs_code_leadership_functions,cs_code_group_choose,cs_code_group_purpose,cs_code_group_structure
427,10396,Agricultural role of chief ,427,-1,-1,-1,-1,"Besides the performance of common ritual, this is the only occasion when the whole Bemba territory is organized as one economic unit.",-1,-1,"The chief must give the signal for the firing of the branches as late as possible in the dry season to give the people time to finish the work, but he must not wait till the rains have fallen [Page 295] and damped the dry wood.",-1,-1,chiefdom
428,10397,Cost for hunters ,428,-1,"Game which is killed with a gun is the property of the shooter, to divide as he pleases, after he has given a portion to the nearest headman or chief. ","Game which is killed with a gun is the property of the shooter, to divide as he pleases, after he has given a portion to the nearest headman or chief. ",-1,-1,-1,"European rifles are owned only by hunters employed by Europeans, or chiefs. ",-1,-1,-1,village nested under chiefdom 
429,10398,Leadership functions of chief ,429,-1,-1,-1,-1,-1,-1,-1,"There are two aspects of the chief’s functions as an organizer of labour. In the first place, there are a number of activities he actually initiates and co-ordinates, and in the second, his direction of his own labour force and his accumulation of stores in the capital, sets the pace for agricultural enterprise and forms the basis of the whole economic system of the tribe.",-1,-1,chiefdom
430,10399,Co dependency of chiefs and followers ,430,-1,-1,"Ultimately chiefs want food produced in their district, because they then get plenty of tribute....From all points of view, therefore, it is to the chief’s advantage that the people should cultivate efficiently.",-1,"A severe shortage also, as I indicated, reflects on their supernatural powers, makes people begin to grumble, and even in time threaten to leave. ",-1,-1,"The chief always selects his own site for tree-cutting in my experience....I have seen Citimukulu and Lucembe advise women as to whether their millet was ripe enough to reap, and Nkula upbraiding some of his people on two occasions, once for making village beds on unsuitable soil, and at another time for not fencing properly. ",-1,-1,chiefdom
431,10400,Special knowledge of chiefs ,431,-1,-1,-1,-1,-1,-1,-1,"I was amazed in fact to find how much of the conversation in a chief’s hut concerned the whole organization of the food-supply, the exact type of soil in such and such a place, or the methods successfully used on it. Comments and criticisms are passed freely. The chief also knows when and where the rivers are in flood, and, in an incredibly short time, how many buck any travelling European has hit or missed. Thus his position at the capital, a place where people constantly come and go, his specialized knowledge of agriculture, and his personal interest in food-production, the latter at present correlated with the whole tribute system, gives the Bemba ruler opportunity to lead and influence the agricultural activities of the whole tribe. ",-1,-1,chiefdom
432,10401,Women kin receive leadership roles ,432,-1,-1,"They are above the law in matters of sex morality, and a princess is allowed to have as many lovers as she pleases, provided she produces many children as potential heirs to the throne.",-1,-1,-1,"Women of the royal line, the mothers, sisters, maternal nieces, and granddaughters of the chiefs are called banamfumu and are treated with much the same deference as are the men of the family.","The mother of the paramount is highly honoured, succeeds to a fixed title—the Candamukulu —takes part in tribal councils, and has several villages of her own. ",-1,-1,chiefdom
433,10402,Domains of leadership ,433,-1,-1,-1,-1,-1,-1,-1,"The positions of leadership in Bemba society consist of the following offices: ( a ) territorial rulers (chiefs and headmen); ( b ) administrative officers and councillors; ( c ) priests, guardians of sacred shrines, and magic specialists with economic functions; ( d ) army leaders in the old days. ",-1,-1,chiefdom
434,10403,?,434,-1,-1,-1,-1,"The functions of the territorial heads, i.e. chiefs and headmen, seem to be derived from two sources—the position of the leader as head of a kinship group and his role as the representative of a line of dead ancestors in a particular district",-1,-1,-1,-1,-1,chiefdom
435,10404,Functions of chiefs ,435,-1,-1,-1,-1,-1,-1,To maintain and even augment such a community by his popularity and his reputation for generosity is one of the chief’s important political tasks,"All are said to look after their people, to ‘work the land’, and, with reference to their supernatural powers, to ‘spit blessings over the land’ ( ukufunga mate ). Their political duties consist in the administration of their capitals and also of their territories as a whole....He has also to keep contact with the people widely dispersed over his icalo and to appoint new headmen, amalgamate old villages, and decide as to the selection of heirs to old titles.",-1,-1,chiefdom
436,10405,"Chiefs rights, harsh sanctions ",436,-1,"A chief practised savage mutilations on those who offended him, injured his interests, laughed at him or members of his family, or stole his wives.",-1,-1,"Besides this, a reputation for generosity and a system by which advancement could only be attained through royal favour naturally bound people to him. ",-1,"The most important of these has already been described as the people’s belief in their rulers descent from a long line of ancestors and the supernatural powers thought to be so conferred...Besides this, a reputation for generosity and a system by which advancement could only be attained through royal favour naturally bound people to him. ",-1,-1,-1,chiefdom
437,10406,Colonization degrades chiefs power ,437,-1,-1,-1,-1,"Besides these new authorities introduced into the political arena, the power of the Bemba chief is inevitably reduced by his economic position, which must have grown increasingly bad since the first days of European occupation. ",-1,-1,-1,-1,-1,chiefdom
438,10407,Benefits to king ,438,"Yet other mounds he gave or lent to commoners....These were all ‘homesteads of the king’ but their occupants paid no special tribute, though they were usually men who had served, and voluntarily continued to work for, the king",-1,"Many mounds belonged to the king. On some of these he settled his wives and children or siblings, and he would give to them followers who would be granted land attached to the mound. Others were his gardens, worked by the people of the neighbourhood and, especially after he abandoned his right to tribute labour, by servants. ...These were all ‘homesteads of the king’ but their occupants paid no special tribute, though they were usually men who had served, and voluntarily continued to work for, the king. They gave more generously of their surpluses than other Lozi to the king.",-1,-1,-1,-1,-1,-1,-1,kingdom
