,cs_ID,cs_textrec_ID,text_type,c_culture_code,c_name,c_region,c_subregion,c_subsistence_type,c_subsistence_code,c_latitude,c_longitude,c_cultural_complexity,demo_sex,c_name,hooper_coop.activities,hooper_group.size,hooper_payoff,hooper_performance,hooper_sanction.freeriders,c_name,hooper_total_against,hooper_total_for,prestige_counsel.f,prestige_emulated.f,prestige_expertise.f,prestige_family.f,prestige_followers.expect.success.f,hooper_coop.activities.f,hooper_group.size.f,hooper_payoff.f,hooper_performance.f,hooper_sanction.freeriders.f,subsistence2,region2,,c_name,hooper_total_against,hooper_total_for
460,10399,430,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,Bemba,0,0,0,1,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,horticulturalists,Africa,,,,
461,10400,431,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,Bemba,0,0,0,1,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,horticulturalists,Africa,,,,
462,10401,432,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,female,Bemba,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
463,10402,433,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,Bemba,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
464,10403,434,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,Bemba,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
465,10404,435,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,Bemba,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
466,10405,436,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,Bemba,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
467,10406,437,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,Bemba,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
468,10407,438,cultural model,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,Bemba,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
1208,10372,403,no coding,FQ05,Bemba,Africa,Southern Africa,horticulturalists,4,-10.5,30.5,28,male,Bemba,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
44,10967,980,both,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
144,10980,993,case,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
944,10952,966,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,unkown,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
945,10953,967,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
946,10954,968,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
947,10955,969,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
948,10956,970,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
949,10957,970,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
950,10958,971,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
951,10959,972,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
952,10961,974,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
953,10962,975,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
954,10963,976,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
955,10964,977,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,unkown,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
956,10965,978,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
957,10966,979,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
958,10968,981,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
959,10969,982,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
960,10970,983,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
961,10971,984,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
962,10972,985,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
963,10973,987,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
964,10974,988,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
965,10975,989,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
966,10976,990,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
967,10977,991,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
968,10978,991,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
969,10979,992,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
970,10981,994,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
971,10982,995,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,1,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,hunter gatherers,North America,,,,
972,10983,996,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
973,10984,997,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
974,10985,998,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
975,10986,999,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
976,10987,1000,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
977,10988,1001,cultural model,NF06,Blackfoot,North America,Plains and Plateau,foragers,1,NA,-105,.,male,Blackfoot,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
152,11144,1178,case,SP08,Bororo,South America,Eastern South America,foragers,1,-16.5,-55,.,male,Bororo,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,South America,,,,
153,11146,1180,case,SP08,Bororo,South America,Eastern South America,foragers,1,-16.5,-55,.,male,Bororo,0,0,0,0,0,,,,no evidence,no evidence,no evidence,evidence against,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,South America,,,,
1121,11145,1179,cultural model,SP08,Bororo,South America,Eastern South America,foragers,1,-16.5,-55,.,male,Bororo,0,0,0,1,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,hunter gatherers,South America,,,,
1122,11147,1181,cultural model,SP08,Bororo,South America,Eastern South America,foragers,1,-16.5,-55,.,male,Bororo,0,0,0,0,0,,,,no evidence,no evidence,evidence for,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,South America,,,,
1123,11148,1182,cultural model,SP08,Bororo,South America,Eastern South America,foragers,1,-16.5,-55,.,male,Bororo,0,0,0,0,0,,,,no evidence,evidence for,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,South America,,,,
1124,11149,1183,cultural model,SP08,Bororo,South America,Eastern South America,foragers,1,-16.5,-55,.,male,Bororo,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,South America,,,,
32,10640,664,both,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,Central Thai ,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
120,10626,650,case,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,Central Thai ,0,0,0,1,0,,,,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,agriculturalists,Insular Pacific,,,,
121,10628,652,case,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,Central Thai ,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
122,10635,659,case,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,Central Thai ,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
123,10642,666,case,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,Central Thai ,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
657,10625,649,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,Central Thai ,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
658,10627,651,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,Central Thai ,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
659,10629,653,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,Central Thai ,0,0,0,0,0,,,,no evidence,no evidence,evidence for,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
660,10630,654,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,unkown,Central Thai ,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
661,10631,655,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,unkown,Central Thai ,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
662,10632,656,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,male,Central Thai ,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
663,10633,657,cultural model,AO07,Central Thai ,Asia,Southeast Asia,intensive agriculturalists,5,13.5,102,50,unkown,Central Thai ,0,1,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
